review,token
"Sy stay 2N bersama 2 anak saya. Pagi ini, 28 Feb 2025 breakfast di Cafe dan ada charge penambahan anak sy usia 11th.
Sy tdk tau kriteria apa utk tamu yg ditawari kopi/teh dan tidak, namun sy lihat …","['sy', 'stay', 'n', 'bersama', 'anak', 'saya', 'pagi', 'ini', 'feb', 'breakfast', 'di', 'cafe', 'dan', 'ada', 'charge', 'penambahan', 'anak', 'sy', 'usia', 'th', 'sy', 'tdk', 'tau', 'kriteria', 'apa', 'utk', 'tamu', 'yg', 'ditawari', 'kopi', 'teh', 'dan', 'tidak', 'namun', 'sy', 'lihat']"
"Kamar cukup nyaman. Breakfast oke, terutama menu tradisional seperti gudek. Dan petugas di resto ramah dan helpful semua. Thank you.","['kamar', 'cukup', 'nyaman', 'breakfast', 'oke', 'terutama', 'menu', 'tradisional', 'seperti', 'gudek', 'dan', 'petugas', 'di', 'resto', 'ramah', 'dan', 'helpful', 'semua', 'thank', 'you']"
"Hotel nyaman, pelayanan baik, makanan enak dan banyak pilihan lokasi dekat kemana2.","['hotel', 'nyaman', 'pelayanan', 'baik', 'makanan', 'enak', 'dan', 'banyak', 'pilihan', 'lokasi', 'dekat', 'kemana']"
"Untuk kamar nya cukup nyaman, pelayanan juga oke banget. Untuk sarapan juga banyak varian nya & enak” juga, lokasi pun cukup strategis mudah buat cari kebutuhan 🔥 …","['untuk', 'kamar', 'nya', 'cukup', 'nyaman', 'pelayanan', 'juga', 'oke', 'banget', 'untuk', 'sarapan', 'juga', 'banyak', 'varian', 'nya', 'enak', 'juga', 'lokasi', 'pun', 'cukup', 'strategis', 'mudah', 'buat', 'cari', 'kebutuhan']"
untuk sarapan paginya sangat enak dan memuaskan dan layanan atas nama fifin sangat memuaskan,"['untuk', 'sarapan', 'paginya', 'sangat', 'enak', 'dan', 'memuaskan', 'dan', 'layanan', 'atas', 'nama', 'fifin', 'sangat', 'memuaskan']"
"Sangat senang,,karena lokasi strategis,,lingkungan bersih,,makanan enak dan yg luar biasa pelayanan yg cepat,sangat ramah dan sangat menghormati Tamu","['sangat', 'senang', 'karena', 'lokasi', 'strategis', 'lingkungan', 'bersih', 'makanan', 'enak', 'dan', 'yg', 'luar', 'biasa', 'pelayanan', 'yg', 'cepat', 'sangat', 'ramah', 'dan', 'sangat', 'menghormati', 'tamu']"
"Menunya variasi dan enak,tapi air minum dikamar terbatas hanya 2 botol kaca ukuran sgt kecil.
Resepsionisnya  kurang beretika. …","['menunya', 'variasi', 'dan', 'enak', 'tapi', 'air', 'minum', 'dikamar', 'terbatas', 'hanya', 'botol', 'kaca', 'ukuran', 'sgt', 'kecil', 'resepsionisnya', 'kurang', 'beretika']"
"Kamar cukup luas, bisa untuk penambahan extra bed. Menu sarapan cukup bervariatif, banyak pilihan.","['kamar', 'cukup', 'luas', 'bisa', 'untuk', 'penambahan', 'extra', 'bed', 'menu', 'sarapan', 'cukup', 'bervariatif', 'banyak', 'pilihan']"
Makanan di resto purple enak dan pelayanan sangat memuaskan... Masukan nambah menu yang bermacam2.. Tapi semuanya makanan enak.... Thanks for service,"['makanan', 'di', 'resto', 'purple', 'enak', 'dan', 'pelayanan', 'sangat', 'memuaskan', 'masukan', 'nambah', 'menu', 'yang', 'bermacam', 'tapi', 'semuanya', 'makanan', 'enak', 'thanks', 'for', 'service']"
"Tempat strategis
Makanan lengkap dan enak
Kamar saya dapat di lantai smoking tp staff melayani dg sangat baik. Hanya saja air shower kurang kenceng","['tempat', 'strategis', 'makanan', 'lengkap', 'dan', 'enak', 'kamar', 'saya', 'dapat', 'di', 'lantai', 'smoking', 'tp', 'staff', 'melayani', 'dg', 'sangat', 'baik', 'hanya', 'saja', 'air', 'shower', 'kurang', 'kenceng']"
makanan hotel grand mercure sangat enak dan pelayanan nya sangat ramah,"['makanan', 'hotel', 'grand', 'mercure', 'sangat', 'enak', 'dan', 'pelayanan', 'nya', 'sangat', 'ramah']"
"Layanannya memuaskan, makanan enak, kamar nyaman.","['layanannya', 'memuaskan', 'makanan', 'enak', 'kamar', 'nyaman']"
"Tempat nyaman, menu makannya enak, pelayanan ramah dgn Mbak Salma","['tempat', 'nyaman', 'menu', 'makannya', 'enak', 'pelayanan', 'ramah', 'dgn', 'mbak', 'salma']"
"Lokasi yang sangat strategis, mudah kemana2. Kamarnya bersih dan nyaman. Makanannya enak. Mohon untuk dipertahankan.","['lokasi', 'yang', 'sangat', 'strategis', 'mudah', 'kemana', 'kamarnya', 'bersih', 'dan', 'nyaman', 'makanannya', 'enak', 'mohon', 'untuk', 'dipertahankan']"
Terima kasih menu sarapan variatif pelaynan Nona Rita oke di restorannlt 8.. terima kasih,"['terima', 'kasih', 'menu', 'sarapan', 'variatif', 'pelaynan', 'nona', 'rita', 'oke', 'di', 'restorannlt', 'terima', 'kasih']"
"Kamarnya nyaman dan cukuo luas untuk berdua. Cuma fasilitas wifinya kurang bagus selama acara dan di kamar saya menggunakan tethering paket data pribadi. Pancuran di kamar mandi tidak mulus. Kalau mandi malam, air panasnya harus nunggu. …","['kamarnya', 'nyaman', 'dan', 'cukuo', 'luas', 'untuk', 'berdua', 'cuma', 'fasilitas', 'wifinya', 'kurang', 'bagus', 'selama', 'acara', 'dan', 'di', 'kamar', 'saya', 'menggunakan', 'tethering', 'paket', 'data', 'pribadi', 'pancuran', 'di', 'kamar', 'mandi', 'tidak', 'mulus', 'kalau', 'mandi', 'malam', 'air', 'panasnya', 'harus', 'nunggu']"
"Pelayanan kamar nyaman,
Staff melayani dengan baik dan senyum ramah terutama staff Lena :)
Lokasi juga terjangkau, will be back again soon.","['pelayanan', 'kamar', 'nyaman', 'staff', 'melayani', 'dengan', 'baik', 'dan', 'senyum', 'ramah', 'terutama', 'staff', 'lena', 'lokasi', 'juga', 'terjangkau', 'will', 'be', 'back', 'again', 'soon']"
"Kwalitas makan bagus danmoelayanan enak bagus suasana bagus, terima kasih ke pada mbak Manis untuk pelayananya, Tks","['kwalitas', 'makan', 'bagus', 'danmoelayanan', 'enak', 'bagus', 'suasana', 'bagus', 'terima', 'kasih', 'ke', 'pada', 'mbak', 'manis', 'untuk', 'pelayananya', 'tks']"
Hotel berada di pusat kota mudah di jangkau transport dan pelayanan cepat dan ramah. Variasi makanan di restoran banyak dan rasanya enak. Untuk kamar ada bebarapa barang yg sebaiknya di ganti secara berkala seperti tirai kamar mandi yg …,"['hotel', 'berada', 'di', 'pusat', 'kota', 'mudah', 'di', 'jangkau', 'transport', 'dan', 'pelayanan', 'cepat', 'dan', 'ramah', 'variasi', 'makanan', 'di', 'restoran', 'banyak', 'dan', 'rasanya', 'enak', 'untuk', 'kamar', 'ada', 'bebarapa', 'barang', 'yg', 'sebaiknya', 'di', 'ganti', 'secara', 'berkala', 'seperti', 'tirai', 'kamar', 'mandi', 'yg']"
"pelayanan kamar baik dan bersih, tapi kalau bisa ditingkatkan lagi body wash dipisah dengan hair wash 😁 water heaternya berfungsi dengan baik, ini penting.
kasurnya lengkap dengan bantal guling (is a plus one for me). perlengkapan mandi lengkap, makanan di resto oke tapi standar saja dan kurang banyak pilihan. …","['pelayanan', 'kamar', 'baik', 'dan', 'bersih', 'tapi', 'kalau', 'bisa', 'ditingkatkan', 'lagi', 'body', 'wash', 'dipisah', 'dengan', 'hair', 'wash', 'water', 'heaternya', 'berfungsi', 'dengan', 'baik', 'ini', 'penting', 'kasurnya', 'lengkap', 'dengan', 'bantal', 'guling', 'is', 'a', 'plus', 'one', 'for', 'me', 'perlengkapan', 'mandi', 'lengkap', 'makanan', 'di', 'resto', 'oke', 'tapi', 'standar', 'saja', 'dan', 'kurang', 'banyak', 'pilihan']"
"Makanan enak
Pelayanan enak
All good","['makanan', 'enak', 'pelayanan', 'enak', 'all', 'good']"
"Bukber disini enak , untuk harga yang murah ada kambing gulingnya , menu lengkap","['bukber', 'disini', 'enak', 'untuk', 'harga', 'yang', 'murah', 'ada', 'kambing', 'gulingnya', 'menu', 'lengkap']"
Rasa sarapan nya lengkap dan variatif.. Pelayanan di bantu mbak Lena..,"['rasa', 'sarapan', 'nya', 'lengkap', 'dan', 'variatif', 'pelayanan', 'di', 'bantu', 'mbak', 'lena']"
Menu makanan bervariasi  dan rasanya enak,"['menu', 'makanan', 'bervariasi', 'dan', 'rasanya', 'enak']"
"Pelayanan Restoran sangat baik dan ramah. Makanannya juga enak khususnya menu khas tradisional, jajanan lainnya juga enak.","['pelayanan', 'restoran', 'sangat', 'baik', 'dan', 'ramah', 'makanannya', 'juga', 'enak', 'khususnya', 'menu', 'khas', 'tradisional', 'jajanan', 'lainnya', 'juga', 'enak']"
"View sangat bagus ke arah gn Merapi Merbabu, sering nampak indah dari resto Purple dr lt 8. Hotel interior bagus dg banyak hiasan Borobudur yg memecahkan rekor MURI. …","['view', 'sangat', 'bagus', 'ke', 'arah', 'gn', 'merapi', 'merbabu', 'sering', 'nampak', 'indah', 'dari', 'resto', 'purple', 'dr', 'lt', 'hotel', 'interior', 'bagus', 'dg', 'banyak', 'hiasan', 'borobudur', 'yg', 'memecahkan', 'rekor', 'muri']"
"Hotel ditengah kota, kamar nyaman, layanan bagus, sarapan oke  banget, terimakasih mbak tania","['hotel', 'ditengah', 'kota', 'kamar', 'nyaman', 'layanan', 'bagus', 'sarapan', 'oke', 'banget', 'terimakasih', 'mbak', 'tania']"
"Hotel yang menjadi pilihan jika ke Jogja, menu sarapan enak dan variasi nya banyak.. Cozy place dan mantap..","['hotel', 'yang', 'menjadi', 'pilihan', 'jika', 'ke', 'jogja', 'menu', 'sarapan', 'enak', 'dan', 'variasi', 'nya', 'banyak', 'cozy', 'place', 'dan', 'mantap']"
"Sarapannya enak bervariasi, kamar luas n bersih","['sarapannya', 'enak', 'bervariasi', 'kamar', 'luas', 'n', 'bersih']"
"Alamat hotel strategis tepat dengan kota dan mall, kamar nyaman, pelayanan cukup ramah, makanannya juga enak enak","['alamat', 'hotel', 'strategis', 'tepat', 'dengan', 'kota', 'dan', 'mall', 'kamar', 'nyaman', 'pelayanan', 'cukup', 'ramah', 'makanannya', 'juga', 'enak', 'enak']"
bagus sekali pelayanannya sangat baik dan ramah dan hotelnya baguss dan nyaman,"['bagus', 'sekali', 'pelayanannya', 'sangat', 'baik', 'dan', 'ramah', 'dan', 'hotelnya', 'baguss', 'dan', 'nyaman']"
Puas dengan layanan hotel dan tempatua yang cukup strategis. Untuk makanan dan minuman cocok untuk lidah lokal,"['puas', 'dengan', 'layanan', 'hotel', 'dan', 'tempatua', 'yang', 'cukup', 'strategis', 'untuk', 'makanan', 'dan', 'minuman', 'cocok', 'untuk', 'lidah', 'lokal']"
"tmpatnya nyaman, strategis juga karena di pusat kota. betah disini gamau cepet pulang hihiii","['tmpatnya', 'nyaman', 'strategis', 'juga', 'karena', 'di', 'pusat', 'kota', 'betah', 'disini', 'gamau', 'cepet', 'pulang', 'hihiii']"
"Makanan Enak, pelayanan baik
overall 10/10","['makanan', 'enak', 'pelayanan', 'baik', 'overall']"
"Letaknya sangat strategis. Dekat dg stasiun, bandara lama, dan pusat aktivitas. Kelebihan kamarnya bersih, nyaman, dg bantal dan guling yg banyak. Kekurangannya tdk ada hair dryer dan channel tv tdk bersih, anggap saja tdk ada tv. Pelayanan …","['letaknya', 'sangat', 'strategis', 'dekat', 'dg', 'stasiun', 'bandara', 'lama', 'dan', 'pusat', 'aktivitas', 'kelebihan', 'kamarnya', 'bersih', 'nyaman', 'dg', 'bantal', 'dan', 'guling', 'yg', 'banyak', 'kekurangannya', 'tdk', 'ada', 'hair', 'dryer', 'dan', 'channel', 'tv', 'tdk', 'bersih', 'anggap', 'saja', 'tdk', 'ada', 'tv', 'pelayanan']"
"Kamarnya nyaman. Bersih, wangi. Kamar mandi juga oke walau kipas exhaust -nya gak ada, cuman bolongan nya doang. Service makan juga memuaskan. Mushola nya juga besar, bersih dan wangi.","['kamarnya', 'nyaman', 'bersih', 'wangi', 'kamar', 'mandi', 'juga', 'oke', 'walau', 'kipas', 'exhaust', 'nya', 'gak', 'ada', 'cuman', 'bolongan', 'nya', 'doang', 'service', 'makan', 'juga', 'memuaskan', 'mushola', 'nya', 'juga', 'besar', 'bersih', 'dan', 'wangi']"
"Kamar nya bersih dan lumayan luas
Makananya enak
Pelayanan cepat
Recommended lah","['kamar', 'nya', 'bersih', 'dan', 'lumayan', 'luas', 'makananya', 'enak', 'pelayanan', 'cepat', 'recommended', 'lah']"
"Saya punya harapan besar dengan hotel ini. Kamar yg saya pilih pun di atas rata-rata. View gunung. Saya pesan via Ag**a.
Waktu sampai di hotel kaget, karena ada rombongan karyawan kantor yg akan rapat …","['saya', 'punya', 'harapan', 'besar', 'dengan', 'hotel', 'ini', 'kamar', 'yg', 'saya', 'pilih', 'pun', 'di', 'atas', 'rata', 'rata', 'view', 'gunung', 'saya', 'pesan', 'via', 'ag', 'a', 'waktu', 'sampai', 'di', 'hotel', 'kaget', 'karena', 'ada', 'rombongan', 'karyawan', 'kantor', 'yg', 'akan', 'rapat']"
"Pelayanan sangat ramah, interior sangat bagus dan musholla nya luas","['pelayanan', 'sangat', 'ramah', 'interior', 'sangat', 'bagus', 'dan', 'musholla', 'nya', 'luas']"
"Lokasi strategis, kamar nyaman. Banyak banget pajangan Borobudur, dari 2 dimensi sampe 3 dimensi. Mulai dari lobby sampe di kamar hotel. …","['lokasi', 'strategis', 'kamar', 'nyaman', 'banyak', 'banget', 'pajangan', 'borobudur', 'dari', 'dimensi', 'sampe', 'dimensi', 'mulai', 'dari', 'lobby', 'sampe', 'di', 'kamar', 'hotel']"
"Sarapan pagi dengan menu yang lengkap, cita rasa terbaik, dibantu dengan layanan training Mb. Lena","['sarapan', 'pagi', 'dengan', 'menu', 'yang', 'lengkap', 'cita', 'rasa', 'terbaik', 'dibantu', 'dengan', 'layanan', 'training', 'mb', 'lena']"
Sarapan dan break fast bagus serta memuaskan dan pelayanan ramah dari mba lena,"['sarapan', 'dan', 'break', 'fast', 'bagus', 'serta', 'memuaskan', 'dan', 'pelayanan', 'ramah', 'dari', 'mba', 'lena']"
"Menu lunch makanan baik, luar biasa
Pelayanan sangat baik.","['menu', 'lunch', 'makanan', 'baik', 'luar', 'biasa', 'pelayanan', 'sangat', 'baik']"
"Untuk menu makanannya cukup variatif, hanya saja beberapa makanan sedikit asin. Dan sajiannya sedikit kurang tertata, semoga kedepannya Grand Mercure bisa improve untuk semuanya","['untuk', 'menu', 'makanannya', 'cukup', 'variatif', 'hanya', 'saja', 'beberapa', 'makanan', 'sedikit', 'asin', 'dan', 'sajiannya', 'sedikit', 'kurang', 'tertata', 'semoga', 'kedepannya', 'grand', 'mercure', 'bisa', 'improve', 'untuk', 'semuanya']"
"Breakfastnya beragam sekali, rasanya juga enak
Terus kamar kami ada balkonnya. Lebih baik kalau disiapkan kursi untuk duduk duduk. …","['breakfastnya', 'beragam', 'sekali', 'rasanya', 'juga', 'enak', 'terus', 'kamar', 'kami', 'ada', 'balkonnya', 'lebih', 'baik', 'kalau', 'disiapkan', 'kursi', 'untuk', 'duduk', 'duduk']"
"Hotel yang menyenangkan dengan breakfast nya yang enak, anak2 suka 👍🏻 …","['hotel', 'yang', 'menyenangkan', 'dengan', 'breakfast', 'nya', 'yang', 'enak', 'anak', 'suka']"
Pelayanan yg baik dan profesional. Banyak pilihan makanan.,"['pelayanan', 'yg', 'baik', 'dan', 'profesional', 'banyak', 'pilihan', 'makanan']"
"Breakfast enak, kamar bagus","['breakfast', 'enak', 'kamar', 'bagus']"
"Grand Mercure Yogyakarta Adi Sucipto terletak strategis di pusat kota, dekat Bandara Adisutjipto, Malioboro, dan Plaza Ambarukmo. Hotel ini mudah diakses dengan transportasi umum maupun pribadi. Lingkungannya dikelilingi berbagai pilihan …","['grand', 'mercure', 'yogyakarta', 'adi', 'sucipto', 'terletak', 'strategis', 'di', 'pusat', 'kota', 'dekat', 'bandara', 'adisutjipto', 'malioboro', 'dan', 'plaza', 'ambarukmo', 'hotel', 'ini', 'mudah', 'diakses', 'dengan', 'transportasi', 'umum', 'maupun', 'pribadi', 'lingkungannya', 'dikelilingi', 'berbagai', 'pilihan']"
"sangat baik pelayanannya, work it sihh, kalau untuk bukber bersama keluarga","['sangat', 'baik', 'pelayanannya', 'work', 'it', 'sihh', 'kalau', 'untuk', 'bukber', 'bersama', 'keluarga']"
"Kamarnya Nyaman dan bersih,, cocok banged buat kalian yang jalan-jalan ke Jogja,,
Makanannya juga enakk... 🥰🥰 …","['kamarnya', 'nyaman', 'dan', 'bersih', 'cocok', 'banged', 'buat', 'kalian', 'yang', 'jalan', 'jalan', 'ke', 'jogja', 'makanannya', 'juga', 'enakk']"
"Hotel bintang 5 yang memiliki desain stylish dan elegan, dan letaknya strategis di jalan adi sucipto, Sleman ini memiliki gedung 8 lantai, dan menyediakan 305 kamar mulai dari King hingga standar room. …","['hotel', 'bintang', 'yang', 'memiliki', 'desain', 'stylish', 'dan', 'elegan', 'dan', 'letaknya', 'strategis', 'di', 'jalan', 'adi', 'sucipto', 'sleman', 'ini', 'memiliki', 'gedung', 'lantai', 'dan', 'menyediakan', 'kamar', 'mulai', 'dari', 'king', 'hingga', 'standar', 'room']"
penyajian sangat bersih dan nyaman,"['penyajian', 'sangat', 'bersih', 'dan', 'nyaman']"
"Pengalaman menginap 3 malam yang menyenangkan, sarapan dan makanan di restaurant enak-enak","['pengalaman', 'menginap', 'malam', 'yang', 'menyenangkan', 'sarapan', 'dan', 'makanan', 'di', 'restaurant', 'enak', 'enak']"
kamarnya nyaman dan desainnya bagus artsy bgt,"['kamarnya', 'nyaman', 'dan', 'desainnya', 'bagus', 'artsy', 'bgt']"
"Lokasi nya strategis dan terjangkau. Kamarnya bersih dan rapih, sarapan dan makan malam enak dan cukup beragam","['lokasi', 'nya', 'strategis', 'dan', 'terjangkau', 'kamarnya', 'bersih', 'dan', 'rapih', 'sarapan', 'dan', 'makan', 'malam', 'enak', 'dan', 'cukup', 'beragam']"
"Sangat ramah pelayanan, kamar bersih, sarapan variatif dan enak enak sekali pastinya tempat nya nyaman","['sangat', 'ramah', 'pelayanan', 'kamar', 'bersih', 'sarapan', 'variatif', 'dan', 'enak', 'enak', 'sekali', 'pastinya', 'tempat', 'nya', 'nyaman']"
"Kamar disini sangat nyaman, dan untuk sarapannya bermacam-macam dan enak semua","['kamar', 'disini', 'sangat', 'nyaman', 'dan', 'untuk', 'sarapannya', 'bermacam', 'macam', 'dan', 'enak', 'semua']"
"Sarapan pagi ini sangat puas,,,
Di bantu oleh Training a/n Lena,","['sarapan', 'pagi', 'ini', 'sangat', 'puas', 'di', 'bantu', 'oleh', 'training', 'a', 'n', 'lena']"
"Lokasi strategis, makanan enak, staff sangat ramah👍🏻 …","['lokasi', 'strategis', 'makanan', 'enak', 'staff', 'sangat', 'ramah']"
"Sdh kedua kalinya nginep sini. Kamar bersih, breakfast enak, banyak macamnya, kolam renang oke, byk spot foto dgn background classic. Recommended!","['sdh', 'kedua', 'kalinya', 'nginep', 'sini', 'kamar', 'bersih', 'breakfast', 'enak', 'banyak', 'macamnya', 'kolam', 'renang', 'oke', 'byk', 'spot', 'foto', 'dgn', 'background', 'classic', 'recommended']"
So far selalu puas sama pelayanan dan menu breakfast di setiap grand mercure yg pernah saya inapi. Hanya saja ada beberapa makanan yang saya rasa agak keras. Dan untuk kamarnya saya dapat yang area smoking jadi asapnya seperti masuk ke dalam kamar.,"['so', 'far', 'selalu', 'puas', 'sama', 'pelayanan', 'dan', 'menu', 'breakfast', 'di', 'setiap', 'grand', 'mercure', 'yg', 'pernah', 'saya', 'inapi', 'hanya', 'saja', 'ada', 'beberapa', 'makanan', 'yang', 'saya', 'rasa', 'agak', 'keras', 'dan', 'untuk', 'kamarnya', 'saya', 'dapat', 'yang', 'area', 'smoking', 'jadi', 'asapnya', 'seperti', 'masuk', 'ke', 'dalam', 'kamar']"
"Recommended banget deh ngak salah pilih hotel pokoknya josss 👍🏻 tempatnya nyaman tenang bersih rapi
Lain waktu pasti kesini lagi …","['recommended', 'banget', 'deh', 'ngak', 'salah', 'pilih', 'hotel', 'pokoknya', 'josss', 'tempatnya', 'nyaman', 'tenang', 'bersih', 'rapi', 'lain', 'waktu', 'pasti', 'kesini', 'lagi']"
"menu breakfast yang beragam dengan cita rasa Indonesia yang khas, cocok untuk berlibur","['menu', 'breakfast', 'yang', 'beragam', 'dengan', 'cita', 'rasa', 'indonesia', 'yang', 'khas', 'cocok', 'untuk', 'berlibur']"
Untuk menu makanan nya sangat lengkap,"['untuk', 'menu', 'makanan', 'nya', 'sangat', 'lengkap']"
"Pelayanan baik dan cukup ramah, atas nama mba lena,","['pelayanan', 'baik', 'dan', 'cukup', 'ramah', 'atas', 'nama', 'mba', 'lena']"
"Hotel terbaikkk,kamarnya nyaman, pelayanannya bagus, makanannya enak, dan juga fasilitas lengkap. Top deh","['hotel', 'terbaikkk', 'kamarnya', 'nyaman', 'pelayanannya', 'bagus', 'makanannya', 'enak', 'dan', 'juga', 'fasilitas', 'lengkap', 'top', 'deh']"
Pelayanan baik dan breakfast enak,"['pelayanan', 'baik', 'dan', 'breakfast', 'enak']"
"makanan nyaa sangatt enak sekalii, trus juga resto nya bersih dann baguuus, kereennn!! 🙌🏻 …","['makanan', 'nyaa', 'sangatt', 'enak', 'sekalii', 'trus', 'juga', 'resto', 'nya', 'bersih', 'dann', 'baguuus', 'kereennn']"
"Kolam renangnya bersih dan luas cukuplah utk anak2 berenang, waktu kesana pas sepi jadinya seperti punya private pool..
Yang paling berkesan dan servicenya paling top pada saat moment ipad yg dibawa …","['kolam', 'renangnya', 'bersih', 'dan', 'luas', 'cukuplah', 'utk', 'anak', 'berenang', 'waktu', 'kesana', 'pas', 'sepi', 'jadinya', 'seperti', 'punya', 'private', 'pool', 'yang', 'paling', 'berkesan', 'dan', 'servicenya', 'paling', 'top', 'pada', 'saat', 'moment', 'ipad', 'yg', 'dibawa']"
"Menginap di sini sejenak lupa kalau sedang berada di Yogyakarta. Suasana yang tenang, nyaman, kolam renang asri dan paling penting adalah kamar yang enak buat istirahat selepas kerja. …","['menginap', 'di', 'sini', 'sejenak', 'lupa', 'kalau', 'sedang', 'berada', 'di', 'yogyakarta', 'suasana', 'yang', 'tenang', 'nyaman', 'kolam', 'renang', 'asri', 'dan', 'paling', 'penting', 'adalah', 'kamar', 'yang', 'enak', 'buat', 'istirahat', 'selepas', 'kerja']"
"Pelayanannya ramah, rapi. Menjelaskannya nyaman. Sampai tdk bingung mencari tmpt acara. Mkannya enak,fresh","['pelayanannya', 'ramah', 'rapi', 'menjelaskannya', 'nyaman', 'sampai', 'tdk', 'bingung', 'mencari', 'tmpt', 'acara', 'mkannya', 'enak', 'fresh']"
"Keramahan staff jadi juara... Helpfull banget dan full senyum yang luar biasa ikhlas. Meeting disini nyaman ruangannya, F&Bnya mantapppppp.... Lokasinya premium karena pas banget deket sama lippo plaza deket juga sama RS Siloam, ga jauh dari tugu/ malioboro.. Mantappp","['keramahan', 'staff', 'jadi', 'juara', 'helpfull', 'banget', 'dan', 'full', 'senyum', 'yang', 'luar', 'biasa', 'ikhlas', 'meeting', 'disini', 'nyaman', 'ruangannya', 'f', 'bnya', 'mantapppppp', 'lokasinya', 'premium', 'karena', 'pas', 'banget', 'deket', 'sama', 'lippo', 'plaza', 'deket', 'juga', 'sama', 'rs', 'siloam', 'ga', 'jauh', 'dari', 'tugu', 'malioboro', 'mantappp']"
"Bagus nyaman dan menyenangkan

Sarapannya enak banget sesuai selera …","['bagus', 'nyaman', 'dan', 'menyenangkan', 'sarapannya', 'enak', 'banget', 'sesuai', 'selera']"
"Pelayanan ramah, nyaman, tengah kota, menunya enak2, bersih, estetik, puas pokoknya nginep disini","['pelayanan', 'ramah', 'nyaman', 'tengah', 'kota', 'menunya', 'enak', 'bersih', 'estetik', 'puas', 'pokoknya', 'nginep', 'disini']"
"Kamar memadai, ragam pilihan sarapan layak dan baik, pelayanan staf ramah.","['kamar', 'memadai', 'ragam', 'pilihan', 'sarapan', 'layak', 'dan', 'baik', 'pelayanan', 'staf', 'ramah']"
"Tempatnya nyaman, bersih, pelayanannya baik, pemandangan nya indah, karyawannya ramah2, makanannya pun sangat enak, bakal balik kesini lagi, puas banget","['tempatnya', 'nyaman', 'bersih', 'pelayanannya', 'baik', 'pemandangan', 'nya', 'indah', 'karyawannya', 'ramah', 'makanannya', 'pun', 'sangat', 'enak', 'bakal', 'balik', 'kesini', 'lagi', 'puas', 'banget']"
"Untuk menu dinner  sangat beragam, makanan cenderung manis, namun ada condiment lain untuk mengurangi rasa manis. Overall good servis👍 …","['untuk', 'menu', 'dinner', 'sangat', 'beragam', 'makanan', 'cenderung', 'manis', 'namun', 'ada', 'condiment', 'lain', 'untuk', 'mengurangi', 'rasa', 'manis', 'overall', 'good', 'servis']"
"Kamar nya bersih rapih. Ga terlalu besar tapi nyaman.
Pelayanannya ramah dari resepsionis sampai yg di ruang makan dan tempat rapat.
Lokasinya stategis dekat stasiun dan dekat mall.
Suasananya enak ga berisik","['kamar', 'nya', 'bersih', 'rapih', 'ga', 'terlalu', 'besar', 'tapi', 'nyaman', 'pelayanannya', 'ramah', 'dari', 'resepsionis', 'sampai', 'yg', 'di', 'ruang', 'makan', 'dan', 'tempat', 'rapat', 'lokasinya', 'stategis', 'dekat', 'stasiun', 'dan', 'dekat', 'mall', 'suasananya', 'enak', 'ga', 'berisik']"
"Makanan enak dan sangat beragam (indonesian), termasuk cappuccino dan minuman tradisional. Untuk infrastruktur agak tua (lift berbunyi). Tapi yang cukup mengganggu adalah kulkas dikamar juga berbunyi,seperti bunyi jangkrik malam hari, …","['makanan', 'enak', 'dan', 'sangat', 'beragam', 'indonesian', 'termasuk', 'cappuccino', 'dan', 'minuman', 'tradisional', 'untuk', 'infrastruktur', 'agak', 'tua', 'lift', 'berbunyi', 'tapi', 'yang', 'cukup', 'mengganggu', 'adalah', 'kulkas', 'dikamar', 'juga', 'berbunyi', 'seperti', 'bunyi', 'jangkrik', 'malam', 'hari']"
"letak hotel sangat strategis, dekat mall. pelayanan nya sangat baik.. suasana nya homy ..","['letak', 'hotel', 'sangat', 'strategis', 'dekat', 'mall', 'pelayanan', 'nya', 'sangat', 'baik', 'suasana', 'nya', 'homy']"
"Kamar nya bagus bangett, view pool juga bagus, makanan di restoran nya juga enak enak banyakk macamm pokoknyaa juaraa deh","['kamar', 'nya', 'bagus', 'bangett', 'view', 'pool', 'juga', 'bagus', 'makanan', 'di', 'restoran', 'nya', 'juga', 'enak', 'enak', 'banyakk', 'macamm', 'pokoknyaa', 'juaraa', 'deh']"
"Tempat yang strategis, hotelnya bersih dan pelayanan yang sangat memuaskan
Crew yang namanya ririn sangat ramah dan ringan tangan untuk membantu","['tempat', 'yang', 'strategis', 'hotelnya', 'bersih', 'dan', 'pelayanan', 'yang', 'sangat', 'memuaskan', 'crew', 'yang', 'namanya', 'ririn', 'sangat', 'ramah', 'dan', 'ringan', 'tangan', 'untuk', 'membantu']"
"Lokasinya strategis dekat dengan bandara
Makanannya enak
Fasilitas yang tersedia sangat lengkap …","['lokasinya', 'strategis', 'dekat', 'dengan', 'bandara', 'makanannya', 'enak', 'fasilitas', 'yang', 'tersedia', 'sangat', 'lengkap']"
"Terimakasih banyak accord, booking di ibis dapet free upgrade di mercure.
Menu sarapan yang lengkap, enak dan memuaskan. Kamar yang bersih dan nyaman","['terimakasih', 'banyak', 'accord', 'booking', 'di', 'ibis', 'dapet', 'free', 'upgrade', 'di', 'mercure', 'menu', 'sarapan', 'yang', 'lengkap', 'enak', 'dan', 'memuaskan', 'kamar', 'yang', 'bersih', 'dan', 'nyaman']"
